"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Bregman, Alex","608324","2026","624","452",0.258,0.245,0.013000000000000012,0.438,0.376,0.062,0.343,0.316,0.027000000000000024
"Crow-Armstrong, Pete","691718","2026","622","376",0.28,0.257,0.02300000000000002,0.569,0.494,0.07499999999999996,0.4,0.367,0.03300000000000003
"Henderson, Gunnar","683002","2026","618","420",0.222,0.244,-0.021999999999999992,0.404,0.398,0.006000000000000005,0.31,0.318,-0.008000000000000007
"Herrera, Iván","671056","2026","617","409",0.245,0.247,-0.0020000000000000018,0.376,0.371,0.0050000000000000044,0.331,0.33,0.0010000000000000009
"Busch, Michael","683737","2026","617","385",0.239,0.23,0.00899999999999998,0.392,0.397,-0.0050000000000000044,0.332,0.329,0.0030000000000000027
"Reynolds, Bryan","668804","2026","607","374",0.262,0.248,0.014000000000000012,0.419,0.432,-0.013000000000000012,0.35,0.349,0.0010000000000000009
"Tatis Jr., Fernando","665487","2026","605","434",0.282,0.296,-0.014000000000000012,0.449,0.486,-0.03699999999999998,0.346,0.374,-0.028000000000000025
"Olson, Matt","621566","2026","604","390",0.256,0.25,0.006000000000000005,0.523,0.517,0.006000000000000005,0.364,0.359,0.0050000000000000044
"Stewart, Sal","701398","2026","603","412",0.268,0.257,0.01100000000000001,0.489,0.483,0.006000000000000005,0.354,0.351,0.0030000000000000027
"Caminero, Junior","691406","2026","602","420",0.283,0.274,0.008999999999999952,0.535,0.496,0.039000000000000035,0.384,0.365,0.019000000000000017
"Alonso, Pete","624413","2026","602","379",0.269,0.284,-0.014999999999999958,0.499,0.543,-0.04400000000000004,0.371,0.391,-0.020000000000000018
"Vargas, Miguel","678246","2026","601","402",0.251,0.27,-0.019000000000000017,0.488,0.518,-0.030000000000000027,0.369,0.389,-0.020000000000000018
"McGonigle, Kevin","805808","2026","601","435",0.274,0.263,0.01100000000000001,0.414,0.435,-0.02100000000000002,0.351,0.352,-0.0010000000000000009
"Alvarez, Yordan","670541","2026","600","391",0.316,0.324,-0.008000000000000007,0.604,0.658,-0.05400000000000005,0.43,0.451,-0.02100000000000002
"Neto, Zach","687263","2026","599","352",0.238,0.209,0.028999999999999998,0.434,0.405,0.02899999999999997,0.33,0.307,0.02300000000000002
"Turner, Trea","607208","2026","598","427",0.241,0.244,-0.0030000000000000027,0.379,0.367,0.01200000000000001,0.296,0.294,0.0020000000000000018
