"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Alcantara, Sandy","645261","2026","568","417",0.25,0.251,-0.0010000000000000009,0.379,0.363,0.016000000000000014,0.303,0.298,0.0050000000000000044,"3.88","3.69","0.195"
"Sánchez, Cristopher","650911","2026","525","354",0.254,0.231,0.022999999999999993,0.373,0.368,0.0050000000000000044,0.293,0.279,0.013999999999999957,"2.62","3.21","-0.595"
"Wacha, Michael","608379","2026","487","352",0.243,0.251,-0.008000000000000007,0.41,0.41,0,0.311,0.315,-0.0040000000000000036,"3.77","4.16","-0.389"
"Williams, Gavin","668909","2026","485","300",0.226,0.242,-0.015999999999999986,0.413,0.435,-0.02200000000000002,0.307,0.322,-0.015000000000000013,"4.00","4.36","-0.363"
"Luzardo, Jesús","666200","2026","483","296",0.234,0.207,0.027000000000000024,0.349,0.304,0.044999999999999984,0.292,0.266,0.025999999999999968,"3.43","2.91","0.524"
"Baz, Shane","669358","2026","482","338",0.265,0.258,0.007000000000000006,0.419,0.406,0.012999999999999956,0.324,0.322,0.0020000000000000018,"4.19","4.36","-0.169"
"Gore, MacKenzie","669022","2026","475","306",0.236,0.238,-0.0020000000000000018,0.402,0.383,0.019000000000000017,0.314,0.308,0.006000000000000005,"4.80","3.96","0.838"
"Detmers, Reid","672282","2026","474","304",0.218,0.218,0,0.359,0.351,0.008000000000000007,0.281,0.281,0,"4.16","3.26","0.9"
"Lugo, Seth","607625","2026","473","344",0.28,0.281,-0.0010000000000000009,0.465,0.486,-0.020999999999999963,0.349,0.357,-0.008000000000000007,"4.39","5.51","-1.118"
"Gausman, Kevin","592332","2026","470","321",0.244,0.24,0.0040000000000000036,0.405,0.404,0.0010000000000000009,0.305,0.305,0,"4.33","3.88","0.446"
"Schlittler, Cam","693645","2026","469","303",0.2,0.215,-0.014999999999999986,0.329,0.352,-0.022999999999999965,0.254,0.27,-0.016000000000000014,"2.05","3.00","-0.952"
